"Project Name:","Hotel 3"

"Item #","Bid Item Description","Status","Drawing Reference","Specification Reference"
"	40","	Install Hangers and Supports for Ductwork","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	23 31 13 - Metal Ducts"
"	41","	Install Heat Pump (HP-4)","	Pending","	NO. E-2 - Electrical Panels And Schedules","	23 81 26 - Split-system Heat Pumps"
"	42","	Install Heat Pumps (HP-1 through HP-5)","	Pending","	E-5 - Electrical Plans Roof,M-4 - Mechanical Roof Plan","	23 81 26 - Split-system Heat Pumps"
"	43","	Install Heat Pump Units","	Pending","	A103 - Roof Plan,M-6 - Mechanical Sections And Details","	23 81 26 - Split-system Heat Pumps"
"	44","	Install Heat Trace System","	Pending","	E-6 - Electrical Enlarged Plans","	"
"	45","	Install Horizontal Discharge Roof Curb Plenums","	Pending","	M-4 - Mechanical Roof Plan","	23 33 00 - Air Duct Accessories"
"	46","	Install HVAC Ductwork","	Pending","	G002 - General Information","	23 31 13 - Metal Ducts"
"	47","	Install HVAC Ductwork, Accessories, and Insulation","	Pending","	A101 - Floor Plans First & Second Floors","	23 31 13 - Metal Ducts,23 33 00 - Air Duct Accessories"
"	48","	Install HVAC Equipment per Schedules (FCU, HP, PTAC, Fans, Unit Heaters, OAU)","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	23 74 33 - Dedicated Outdoor-air Units,23 81 13.11 - Packaged Terminal Air-conditioners,23 81 26 - Split-system Heat Pumps"
"	49","	Install HVAC Grilles, Registers, and Diffusers","	Pending","	NO. M-5 - Mechanical Enlarged Plans,A121 - Reflected Ceiling Plans First & Typical Floors","	23 33 00 - Air Duct Accessories"
"	50","	Install Mechanical Pipe and Duct Sleeves Through Concrete","	Pending","	S002 - Typical Details","	"
"	51","	Install Mechanical Systems including Piping and Conduit","	Pending","	A102 - Floor Plans Third & Fourth Floors","	23 31 13 - Metal Ducts"
"	52","	Install Motorized Dampers","	Pending","	NO. E-2 - Electrical Panels And Schedules,NO. M-5 - Mechanical Enlarged Plans","	23 33 00 - Air Duct Accessories"
"	53","	Install Motorized Dampers and Damper Motors","	Pending","	E-6 - Electrical Enlarged Plans","	23 33 00 - Air Duct Accessories"
"	54","	Install Natural Gas Piping for Guest Dryers","	Pending","	NO. A415 - Fitness & Guest Laundry Plans & Elevs,A416 - Breakroom And Laundry Enlarged Plans & Elevs","	23 11 23 - Facility Natural-gas Piping"
"	55","	Install Natural Gas Piping System and Connections","	Pending","	P-6 - Plumbing Water And Gas Risers","	23 11 23 - Facility Natural-gas Piping"
"	56","	Install No. 26 Gauge Galvanized Steel Restroom Exhaust Ductwork","	Pending","	NO. M-2 - Mechanical First & Second Floor Plans,M-3 - Mechanical Third And Fourth Floor Plans","	23 31 13 - Metal Ducts"
"	57","	Install Packaged Terminal Air Conditioners (PTAC)","	Pending","	P-7 - Plumbing Enlarged Plans,NO. A482 - Guestroom Plans And Elevations Standard Double Queen,NO. E-2 - Electrical Panels And Schedules,NO. M-5 - Mechanical Enlarged Plans,A481 - Guestroom Plans And Elevations Accessible Single Queen,NO. E-3 - Electrical Plans First And Second Floor,A480 - Guestroom Plans And Elevations Standard Single Queen,NO. A483 - Guestroom Plans And Elevations Accessible Double Queen,NO. P-2 - Plumbing Waste And Vent Plans 1st And 2nd Floor","	23 81 13.11 - Packaged Terminal Air-conditioners"
"	58","	Install Packaged Terminal Air Conditioners (PTAC-1 and PTAC-2)","	Pending","	M-3 - Mechanical Third And Fourth Floor Plans,NO. M-2 - Mechanical First & Second Floor Plans","	23 81 13.11 - Packaged Terminal Air-conditioners"
"	59","	Install Packaged Terminal Air Conditioners (PTAC) with Flush Exterior Grilles","	Pending","	A610 - Window Schedule And Details","	23 81 13.11 - Packaged Terminal Air-conditioners"
"	60","	Install Packaged Units","	Pending","	M-6 - Mechanical Sections And Details","	23 81 13.11 - Packaged Terminal Air-conditioners"
"	61","	Install PTAC Sub-Bases","	Pending","	A610 - Window Schedule And Details","	23 81 13.11 - Packaged Terminal Air-conditioners"
"	62","	Install Refrigerant Line Sets for Split Systems","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	23 81 26 - Split-system Heat Pumps"
"	63","	Install Refrigerant Piping including Liquid and Suction Lines","	Pending","	M-6 - Mechanical Sections And Details","	"
"	64","	Install Roof Hoods (RH-1 and RH-2)","	Pending","	M-4 - Mechanical Roof Plan","	23 37 23 - Hvac Gravity Ventilators"
"	65","	Install Rooftop Unit (RTU)","	Pending","	S104 - Roof Framing Plan","	23 74 33 - Dedicated Outdoor-air Units"
"	66","	Install Separate Support Wires for Mechanical Equipment","	Pending","	NO. A510 - Interior Details","	"
"	67","	Install Supplemental Electric Heat Systems","	Pending","	NO. E-2 - Electrical Panels And Schedules","	23 82 39.19 - Wall And Ceiling Unit Heaters"
"	68","	Install Supply and Return Metal Ductwork","	Pending","	M-6 - Mechanical Sections And Details","	23 31 13 - Metal Ducts"
"	69","	Install Supply Diffusers","	Pending","	M-3 - Mechanical Third And Fourth Floor Plans","	23 33 00 - Air Duct Accessories"
"	70","	Install Supply Diffusers (SD-2)","	Pending","	NO. M-2 - Mechanical First & Second Floor Plans","	23 33 00 - Air Duct Accessories"
"	71","	Install Thermostats","	Pending","	NO. M-5 - Mechanical Enlarged Plans,G003 - Mounting Heights","	"
"	72","	Install Thermostats with Occupancy Sensors","	Pending","	A481 - Guestroom Plans And Elevations Accessible Single Queen,NO. A483 - Guestroom Plans And Elevations Accessible Double Queen","	"
"	73","	Install Unit Heater (BH-1)","	Pending","	M-4 - Mechanical Roof Plan","	23 82 39.19 - Wall And Ceiling Unit Heaters"
"	74","	Install Unpainted Aluminum Field Jacket on Exterior Ductwork","	Pending","	M-4 - Mechanical Roof Plan","	23 31 13 - Metal Ducts"
"	75","	Perform Testing, Adjusting, and Balancing (TAB) of New HVAC Systems","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	"
"	76","	Program Fans to Run Continuously","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	23 34 23 - Hvac Power Ventilators"
"	77","	Provide Final Connection to Factory-Mounted Disconnects for Fans","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	23 34 23 - Hvac Power Ventilators"
"	78","	Provide Gas Building Connection","	Pending","	C5.0 - Utility Plan","	23 11 23 - Facility Natural-gas Piping"
"	79","	Provide HVAC Systems including Exhaust Ducts and Equipment","	Pending","	A111 - Partition Diagrams First & Typical Floors","	23 31 13 - Metal Ducts,23 34 23 - Hvac Power Ventilators"
"	80","	Provide Shutdown Means for Rooftop Units over 2000 CFM","	Pending","	NO. E-7 - Fire Alarm System Plans","	"
"	81","	Receive and Set Rooftop Mechanical Equipment","	Pending","	A501 - Roof Details","	"
