"Project Name:","Hotel 3"

"Item #","Bid Item Description","Status","Drawing Reference","Specification Reference"
"	11","	Furnish and Install Exterior Light Poles and Foundations","	Pending","	CA.3 - Post Construction Runoff Control Plan","	26 56 13 - Lighting Poles And Standards,26 56 19 - Exterior Lighting"
"	12","	Furnish and Install Exterior Site Lighting Poles or Bollards","	Pending","	C2.2 - Final Erosion Control Plan (north)","	26 56 13 - Lighting Poles And Standards,26 56 19 - Exterior Lighting"
"	13","	Furnish and Install Minimum 10kW Generator","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	"
"	14","	Furnish and Install Minimum 2-Inch Diameter Electrical Conduit System","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	15","	Furnish and Install Motor Control Center with Associated Components","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	26 24 13 - Switchboards"
"	16","	Furnish and Install NEMA 4X Control Panel","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	26 24 16 - Panelboards"
"	17","	Furnish and Install Pole-Mounted Exterior Light Fixtures","	Pending","	C3.0 - Site Plan","	26 56 13 - Lighting Poles And Standards,26 56 19 - Exterior Lighting"
"	18","	Furnish and Install Site Light Poles","	Pending","	C5.0 - Utility Plan,L1.0 - Landscape Plan,C2.3 - Final Erosion Control Plan (south),C2.0 - Initial Erosion Control Plan (north)","	26 56 13 - Lighting Poles And Standards,26 56 19 - Exterior Lighting"
"	19","	Furnish and Install Site Light Poles and Fixtures","	Pending","	C2.1 - Initial Erosion Control Plan (south),PLAT BOOK 284_PAGE 2 - Alta/nsps Land Title Survey Of Lot 2, Area D Phase 18, Galleria Of Memphis Planned Development As Recorded In Plat Book 284 Page 2 In Memphis, Shelby County, Tennessee","	26 56 13 - Lighting Poles And Standards,26 56 19 - Exterior Lighting"
"	20","	Furnish and Install Surge Protection for Lighting","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	26 43 13 - Surge Protection For Low-voltage Electrical Power"
"	21","	Furnish and Install Underground Electric Service Line","	Pending","	C5.0 - Utility Plan","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	22","	Install 120V Dedicated Circuit for Elevator Cab Lighting","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 28 16 - Enclosed Switches,26 28 13 - Fuses"
"	23","	Install 120V Service Receptacles at Equipment","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	26 27 26 - Wiring Devices"
"	24","	Install 12"x12"x6" Riser Junction Boxes for BDA System","	Pending","	NO. E-3 - Electrical Plans First And Second Floor","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	25","	Install 15A/2P Receptacles for PTAC Units","	Pending","	E-6 - Electrical Enlarged Plans,NO. E-4 - Electrical Plans Third And Fourth Floor,NO. E-3 - Electrical Plans First And Second Floor","	26 27 26 - Wiring Devices"
"	26","	Install 1" Conduit for BDA System","	Pending","	NO. E-3 - Electrical Plans First And Second Floor,NO. E-4 - Electrical Plans Third And Fourth Floor","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	27","	Install 208/120V 3-Phase Utility Transformer","	Pending","	NO. E-1 - Electrical One Line Diagram","	"
"	28","	Install 2" Conduit Between BDA Riser Junction Boxes","	Pending","	NO. E-3 - Electrical Plans First And Second Floor","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	29","	Install 2-Gang Boxes with Transformers","	Pending","	G003 - Mounting Heights","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	30","	Install 4" Schedule 40 PVC Underground Conduit for Primary Conductors","	Pending","	E-8 - Electrical Site Plan","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	31","	Install 4" x 6' Ground Bus Bar","	Pending","	E-6 - Electrical Enlarged Plans","	26 05 26 - Grounding And Bonding For Electrical Systems"
"	32","	Install 8"x8"x6" Junction Boxes for BDA System","	Pending","	NO. E-3 - Electrical Plans First And Second Floor","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	33","	Install Armored and Metal-Clad Cables","	Pending","	G006 - Assembly Penetration Details","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	34","	Install Branch Circuitry for Guest Units","	Pending","	NO. E-3 - Electrical Plans First And Second Floor,NO. E-4 - Electrical Plans Third And Fourth Floor","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems,26 24 16 - Panelboards"
"	35","	Install Branch Circuit Wiring (THHN/THWN/THW)","	Pending","	NO. E-1 - Electrical One Line Diagram","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	36","	Install Ceiling Mounted Receptacles for Heat Trace","	Pending","	E-6 - Electrical Enlarged Plans","	26 27 26 - Wiring Devices"
"	37","	Install Concealed Conduit System with Pull Wires","	Pending","	NO. E-1 - Electrical One Line Diagram","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	38","	Install Copper Conductors in Steel Conduit","	Pending","	NO. E-2 - Electrical Panels And Schedules","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	39","	Install CT Cabinet and Meter Base","	Pending","	E-8 - Electrical Site Plan","	26 27 13 - Electricity Metering"
"	40","	Install Decora Style Switches and Receptacles in Lobby","	Pending","	A411 - Enlarged Lobby Finish Plan","	26 27 26 - Wiring Devices"
"	41","	Install Dimming Controls for Corridor Lighting","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	"
"	42","	Install Disconnect Switches for Mechanical Equipment","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	26 28 16 - Enclosed Switches"
"	43","	Install Divided Wiremold Raceway","	Pending","	NO. A413 - Enlarged Welcome Desk Plans & Elevs","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	44","	Install Doorbell System with Disable Switch","	Pending","	G003 - Mounting Heights","	26 27 26 - Wiring Devices"
"	45","	Install Dual Port Level 2 EV Chargers","	Pending","	E-8 - Electrical Site Plan","	26 27 26 - Wiring Devices"
"	46","	Install Duplex Receptacle for Microwave","	Pending","	A416 - Breakroom And Laundry Enlarged Plans & Elevs","	26 27 26 - Wiring Devices"
"	47","	Install Electrical Distribution Equipment in Mechanical/Electrical Room","	Pending","	NO. A131 - Floor Finish Plans First & Typical Floors","	26 24 13 - Switchboards,26 24 16 - Panelboards"
"	48","	Install Electrical Junction Boxes","	Pending","	NO. A483 - Guestroom Plans And Elevations Accessible Double Queen,NO. A510 - Interior Details","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	49","	Install Electrical Panelboards","	Pending","	NO. A483 - Guestroom Plans And Elevations Accessible Double Queen,A480 - Guestroom Plans And Elevations Standard Single Queen,NO. A482 - Guestroom Plans And Elevations Standard Double Queen,A481 - Guestroom Plans And Elevations Accessible Single Queen","	26 24 16 - Panelboards"
"	50","	Install Electrical Systems Including Conduit Routing","	Pending","	A102 - Floor Plans Third & Fourth Floors","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	51","	Install Exit Signs and Emergency Lights","	Pending","	G004 - Life Safety First & Typical Floor Plan","	"
"	52","	Install Exterior Light Fixtures at 20-Foot Mounting Height","	Pending","	1 of 1 - Marriott Studiores Cordova Tn","	26 56 19 - Exterior Lighting,26 05 29 - Hangers And Supports For Electrical Systems"
"	53","	Install Exterior Lighting Controls (Photocell and Time Switch)","	Pending","	E-5 - Electrical Plans Roof","	"
"	54","	Install Exterior Site Lighting Fixtures","	Pending","	E-8 - Electrical Site Plan","	26 56 19 - Exterior Lighting"
"	55","	Install Exterior Weatherproof GFCI Receptacles","	Pending","	E-5 - Electrical Plans Roof","	26 27 26 - Wiring Devices"
"	56","	Install General Purpose Duplex Receptacles","	Pending","	A480 - Guestroom Plans And Elevations Standard Single Queen","	26 27 26 - Wiring Devices"
"	57","	Install General Purpose Wiring Devices (Switches and Receptacles)","	Pending","	G002 - General Information,A481 - Guestroom Plans And Elevations Accessible Single Queen,NO. A482 - Guestroom Plans And Elevations Standard Double Queen,G003 - Mounting Heights,NO. A483 - Guestroom Plans And Elevations Accessible Double Queen","	26 27 26 - Wiring Devices"
"	58","	Install Ground Fault Circuit Interrupter (GFCI) Receptacles","	Pending","	A490 - Guestroom Restroom Plans And Elevations,E-6 - Electrical Enlarged Plans","	26 27 26 - Wiring Devices"
"	59","	Install Grounding and Bonding System","	Pending","	NO. E-1 - Electrical One Line Diagram","	26 05 26 - Grounding And Bonding For Electrical Systems"
"	60","	Install Ground-Mounted Transformer","	Pending","	C3.0 - Site Plan","	26 24 13 - Switchboards"
"	61","	Install High and Low Level Exit Signs","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor,NO. E-3 - Electrical Plans First And Second Floor","	"
"	62","	Install Independent Support Wires for Electrical Fixtures","	Pending","	NO. A510 - Interior Details","	26 05 29 - Hangers And Supports For Electrical Systems"
"	63","	Install Lift-Station Motor Control Center (MCC)","	Pending","	E-8 - Electrical Site Plan","	26 24 13 - Switchboards"
"	64","	Install Lighting Control Devices Including Master Switches","	Pending","	NO. A482 - Guestroom Plans And Elevations Standard Double Queen","	"
"	65","	Install Lighting Control System for Fitness Center","	Pending","	NO. A415 - Fitness & Guest Laundry Plans & Elevs","	"
"	66","	Install Lighting Fixtures","	Pending","	A121 - Reflected Ceiling Plans First & Typical Floors,NO. A482 - Guestroom Plans And Elevations Standard Double Queen,NO. E-2 - Electrical Panels And Schedules,A481 - Guestroom Plans And Elevations Accessible Single Queen,G003 - Mounting Heights","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	67","	Install Lighting System","	Pending","	NO. M-2 - Mechanical First & Second Floor Plans","	"
"	68","	Install Locked Control Panels","	Pending","	M-6 - Mechanical Sections And Details","	26 24 16 - Panelboards"
"	69","	Install Low-Voltage and Power Cables","	Pending","	G006 - Assembly Penetration Details","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	70","	Install Main Distribution Panelboard (MDP)","	Pending","	NO. E-3 - Electrical Plans First And Second Floor,NO. E-2 - Electrical Panels And Schedules","	26 24 16 - Panelboards,26 24 13 - Switchboards"
"	71","	Install Motor Rated Local Disconnects","	Pending","	E-6 - Electrical Enlarged Plans","	26 28 16 - Enclosed Switches"
"	72","	Install Motor Starters","	Pending","	M-1 - Mechanical Notes, Schedules, And Legends","	"
"	73","	Install Natural Gas Generator and Automatic Transfer Switch (ATS)","	Pending","	NO. E-1 - Electrical One Line Diagram,E-8 - Electrical Site Plan","	"
"	74","	Install NEMA-1 Enclosures for Current Sensing Switches","	Pending","	E-6 - Electrical Enlarged Plans","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	75","	Install NEMA 3R Rated Disconnects for Exterior Equipment","	Pending","	E-5 - Electrical Plans Roof","	26 28 16 - Enclosed Switches"
"	76","	Install Occupancy Sensors for Corridor Lighting Control","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor,NO. E-3 - Electrical Plans First And Second Floor","	"
"	77","	Install Panelboard G","	Pending","	E-6 - Electrical Enlarged Plans","	26 24 16 - Panelboards"
"	78","	Install Panelboard PNLBD-E","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	26 24 16 - Panelboards"
"	79","	Install Panelboards PNLBD-DE1, PNLBD-A, and PNLBD-B","	Pending","	NO. E-3 - Electrical Plans First And Second Floor","	26 24 16 - Panelboards"
"	80","	Install Panelboard with 240kA Surge Protection Device (SPD)","	Pending","	NO. E-2 - Electrical Panels And Schedules","	26 43 13 - Surge Protection For Low-voltage Electrical Power"
"	81","	Install Phone Line Surge Protector for Fire Alarm System","	Pending","	NO. E-7 - Fire Alarm System Plans","	26 43 13 - Surge Protection For Low-voltage Electrical Power"
"	82","	Install Power and Control Conduit with Flexible Connections","	Pending","	M-6 - Mechanical Sections And Details","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	83","	Install Power, Data, USB, and Phone Outlets for Front Desk","	Pending","	NO. A413 - Enlarged Welcome Desk Plans & Elevs","	26 27 26 - Wiring Devices"
"	84","	Install Primary Elevator Disconnect with Shunt Trip","	Pending","	NO. E-4 - Electrical Plans Third And Fourth Floor","	26 28 16 - Enclosed Switches"
"	85","	Install PTAC Receptacles","	Pending","	NO. A483 - Guestroom Plans And Elevations Accessible Double Queen","	26 27 26 - Wiring Devices"
"	86","	Install Raceways, Conductors, and Boxes for Power Distribution","	Pending","	A101 - Floor Plans First & Second Floors","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	87","	Install Recessed Lighting in Guest Bath Shower","	Pending","	NO. A483 - Guestroom Plans And Elevations Accessible Double Queen","	"
"	88","	Install Rigid Nonmetallic Conduit (PVC)","	Pending","	G006 - Assembly Penetration Details","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	89","	Install Secondary Electrical Service Entrance Conductors","	Pending","	E-8 - Electrical Site Plan","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	90","	Install Shunt Trip Breakers and Remote Power Off Device","	Pending","	NO. E-1 - Electrical One Line Diagram","	26 24 16 - Panelboards"
"	91","	Install Sleeves for Conduit Penetrations","	Pending","	NO. S001 - General Notes","	26 05 44 - Sleeves And Sleeve Seals For Electrical Raceways And"
"	92","	Install Steel Conduit and Electrical Metallic Tubing (EMT)","	Pending","	G006 - Assembly Penetration Details","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	93","	Install Switchboards and Panelboards","	Pending","	A101 - Floor Plans First & Second Floors","	26 24 13 - Switchboards,26 24 16 - Panelboards"
"	94","	Install Tamper-Resistant Receptacles","	Pending","	E-6 - Electrical Enlarged Plans","	26 27 26 - Wiring Devices"
"	95","	Install Undercounter Lighting (ALJ-048)","	Pending","	A416 - Breakroom And Laundry Enlarged Plans & Elevs","	"
"	96","	Install Under-Slab Conduit for Floor Box Receptacles","	Pending","	E-6 - Electrical Enlarged Plans","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	97","	Install USB-C Wiring Devices","	Pending","	NO. A412 - Enlarged Lobby Elevations","	26 27 26 - Wiring Devices"
"	98","	Install Weatherproof Exterior Electrical Devices","	Pending","	G002 - General Information","	26 27 26 - Wiring Devices"
"	99","	Provide Alarm Panel and Oil Switch for Elevator Sump Pump","	Pending","	P-1 - Plumbing Notes And Legends","	26 24 16 - Panelboards"
"	100","	Provide Alarm Panel for Condensate Sump Pump","	Pending","	P-1 - Plumbing Notes And Legends","	26 24 16 - Panelboards"
"	101","	Provide Current Limiters as Required","	Pending","	NO. E-1 - Electrical One Line Diagram","	26 28 13 - Fuses"
"	102","	Provide Dedicated 120VAC Circuit to Fire Alarm Control Panel","	Pending","	NO. E-7 - Fire Alarm System Plans","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	103","	Provide Dedicated Receptacles and Junction Boxes for Equipment","	Pending","	A481 - Guestroom Plans And Elevations Accessible Single Queen","	26 27 26 - Wiring Devices,26 05 33 - Raceways And Boxes For Electrical Systems"
"	104","	Provide Electrical Building Connection","	Pending","	C5.0 - Utility Plan","	"
"	105","	Provide Electrical Power Connection for Two Sewage Pumps (200V/230V, 3 Phase)","	Pending","	C5. - Private Pump Station And Storage Tank Detail","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	106","	Provide Electrical Systems for Equipment and Specialty Rooms","	Pending","	A111 - Partition Diagrams First & Typical Floors","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 24 16 - Panelboards"
"	107","	Provide Final Power Connections to Equipment","	Pending","	A101 - Floor Plans First & Second Floors,NO. A414 - Enlarged Vending & Hydration Plans & Elevs","	26 27 26 - Wiring Devices,26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	108","	Provide Final Power Connection to Fan Disconnects","	Pending","	NO. E-3 - Electrical Plans First And Second Floor","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	109","	Provide Ground Fault Protection at Circuit Breakers for Ranges","	Pending","	E-6 - Electrical Enlarged Plans","	26 24 16 - Panelboards"
"	110","	Provide Grounding and Bonding for Site Lighting Poles","	Pending","	E-8 - Electrical Site Plan","	26 05 26 - Grounding And Bonding For Electrical Systems"
"	111","	Provide Hardwired Connections for Ranges","	Pending","	E-6 - Electrical Enlarged Plans","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	112","	Provide Junction Boxes and Wiring for Light Fixtures","	Pending","	A480 - Guestroom Plans And Elevations Standard Single Queen","	26 05 33 - Raceways And Boxes For Electrical Systems"
"	113","	Provide Lightning Protection System as Required","	Pending","	NO. E-1 - Electrical One Line Diagram","	"
"	114","	Provide Low Voltage Power Systems","	Pending","	NO. E-2 - Electrical Panels And Schedules","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	115","	Provide Power Connection for Electric Hand Dryers","	Pending","	G003 - Mounting Heights","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	116","	Provide Power Connection for Heat Trace System","	Pending","	P-4 - Plumbing Water Plans First And Third Floors","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 27 26 - Wiring Devices"
"	117","	Provide Power Connections for Dryers, DOAS-1, and Generator","	Pending","	P-7 - Plumbing Enlarged Plans","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	118","	Provide Power Connections for Hardwired Equipment (Cooktops, PTACs)","	Pending","	NO. A482 - Guestroom Plans And Elevations Standard Double Queen","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	119","	Provide Power Connections for Laundry Equipment","	Pending","	NO. A415 - Fitness & Guest Laundry Plans & Elevs","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	120","	Provide Power Connections for Sump Pumps","	Pending","	E-6 - Electrical Enlarged Plans","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	121","	Provide Power Connections to Mechanical Equipment","	Pending","	NO. M-2 - Mechanical First & Second Floor Plans,E-5 - Electrical Plans Roof,M-1 - Mechanical Notes, Schedules, And Legends","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
"	122","	Provide Power Rough-In and Final Connection for Building Signage","	Pending","	A201 - Exterior Elevations North & East,E-5 - Electrical Plans Roof,A200 - Exterior Elevations South & West,E-6 - Electrical Enlarged Plans","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems,26 27 26 - Wiring Devices,26 28 16 - Enclosed Switches"
"	123","	Provide Power Wiring for Site Security Cameras","	Pending","	E-8 - Electrical Site Plan","	26 05 19 - Low-voltage Electrical Power Conductors And Cables"
"	124","	Provide Receptacle for Future General Power","	Pending","	E-5 - Electrical Plans Roof","	26 27 26 - Wiring Devices"
"	125","	Reroute and Extend Existing Electrical Conduit and Wiring","	Pending","	G002 - General Information","	26 05 19 - Low-voltage Electrical Power Conductors And Cables,26 05 33 - Raceways And Boxes For Electrical Systems"
